sexo,idade,altura,peso,historico_obesidade_familia,consome_comida_calorica,consome_vegetais,n_refeicoes,come_entre_refeicoes,fuma,consumo_diario_agua,frequencia_atividade_fisica,tempo_usando_eletronicos,consumo_alcool,tipo_transporte
F,22.033129,1.704223,51.437985,sim,sim,2.984425,3.0,frequentemente,nao,2.044694,2.008256,1.250871,nao,transporte publico
F,19.0,1.7,64.0,sim,,3.0,3.0,nao,nao,3.0,3.0,1.0,nao,transporte publico
M,27.0,1.85,75.0,sim,sim,2.0,1.0,as vezes,nao,2.0,1.0,0.0,nao,andando
M,27.0,1.83,99.0,sim,sim,3.0,1.0,frequentemente,nao,2.0,2.0,1.0,as vezes,andando
M,19.0,1.78,64.0,,,2.0,3.0,as vezes,nao,1.0,1.0,0.0,nao,transporte publico
M,31.571392,1.767485,120.158049,sim,sim,2.57691,3.0,as vezes,nao,2.080187,1.04268,0.376683,as vezes,carro
F,36.631456,1.532322,,sim,sim,2.288604,2.845307,as vezes,nao,2.638164,0.0,0.990741,as vezes,carro
M,21.380336,1.724839,82.27635,sim,sim,2.09449,1.873484,as vezes,nao,2.0,2.079709,0.880414,as vezes,transporte publico
M,,1.74,64.0,nao,nao,3.0,3.0,as vezes,nao,2.0,0.0,1.0,nao,transporte publico
M,21.00829,1.621412,70.0,nao,sim,2.0,1.0,nao,nao,2.795651,0.80873,0.0,as vezes,transporte publico
F,21.837058,1.558045,63.597633,nao,sim,2.53915,1.590982,as vezes,nao,1.977801,1.264616,0.0,as vezes,transporte publico
M,23.0,1.62,53.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,transporte publico
F,21.310907,1.72064,50.0,sim,sim,2.919584,3.697831,frequentemente,nao,1.147121,0.993058,0.08922,nao,transporte publico
M,,1.8,85.0,sim,nao,2.0,3.0,as vezes,nao,3.0,2.0,,as vezes,transporte publico
F,,1.686033,104.772164,sim,sim,3.0,3.0,as vezes,nao,1.299194,0.234303,0.946888,as vezes,
F,21.982942,1.748584,133.742943,sim,sim,3.0,3.0,as vezes,nao,2.00513,1.34139,0.59927,as vezes,transporte publico
F,18.0,1.59,53.0,nao,nao,1.0,3.0,as vezes,nao,1.0,1.0,2.0,nao,transporte publico
F,21.0,1.69,63.0,nao,sim,3.0,1.0,as vezes,nao,1.0,0.0,0.0,as vezes,transporte publico
F,21.0,1.52,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
F,21.0,1.752944,,,sim,2.839048,2.10601,as vezes,nao,1.639202,1.117311,0.967919,as vezes,transporte publico
F,18.827008,1.7,50.0,nao,sim,1.0,3.240578,as vezes,nao,1.0,2.0,1.0,as vezes,transporte publico
F,26.0,1.623707,,sim,sim,3.0,3.0,,nao,2.553198,0.0,0.393838,as vezes,transporte publico
M,20.0,1.58,74.0,nao,nao,3.0,3.0,frequentemente,nao,2.0,3.0,1.0,,transporte publico
F,26.0,1.613574,107.012256,sim,sim,3.0,3.0,as vezes,nao,2.678779,0.0,0.508848,as vezes,transporte publico
M,31.205668,1.877732,127.161381,sim,sim,2.731368,3.0,as vezes,sim,1.486824,1.485978,1.150439,as vezes,transporte publico
M,23.0,,60.0,sim,sim,3.0,1.0,as vezes,nao,1.0,1.0,1.0,as vezes,transporte publico
F,20.147114,1.528011,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.322669,0.0,0.478676,as vezes,transporte publico
F,38.952866,1.568441,62.855073,sim,sim,2.002796,3.0,as vezes,,2.526775,0.271174,0.806069,as vezes,carro
F,25.954511,1.623514,109.980145,sim,sim,3.0,3.0,as vezes,nao,2.217348,0.001015,0.481031,as vezes,transporte publico
M,18.274358,1.824655,58.621349,sim,sim,2.14084,4.0,as vezes,nao,2.931438,2.0,1.164457,nao,carro
M,24.145295,1.82559,120.860386,sim,sim,2.403421,3.0,as vezes,nao,2.490613,2.0,0.707768,as vezes,transporte publico
M,,1.665798,89.738596,sim,sim,2.274164,1.049534,as vezes,nao,1.358172,1.482411,0.0,as vezes,carro
F,23.652435,1.562724,80.535698,sim,,2.0,1.0,as vezes,nao,2.0,,0.0,nao,transporte publico
F,25.617227,1.628019,108.265922,sim,sim,3.0,3.0,as vezes,nao,1.6213,0.090917,0.438216,as vezes,transporte publico
F,25.816445,1.684082,104.592372,sim,sim,3.0,3.0,as vezes,nao,1.295436,0.282063,0.929356,as vezes,transporte publico
M,24.079971,1.61981,98.54302,sim,sim,2.95841,2.434347,as vezes,nao,1.0,1.930033,0.754023,nao,transporte publico
M,30.958051,1.906821,128.856677,sim,,2.633855,3.0,as vezes,nao,1.619305,1.847802,0.424612,as vezes,transporte publico
F,20.601222,1.738717,128.114161,sim,sim,3.0,3.0,as vezes,nao,1.797041,1.427413,0.966181,as vezes,transporte publico
M,20.0,1.6,50.0,nao,nao,,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,transporte publico
M,22.766227,1.874061,89.754302,sim,sim,2.0,2.870005,as vezes,nao,1.15031,0.417724,1.0,as vezes,carro
M,41.0,1.75,118.0,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,0.0,as vezes,bicicleta
M,25.0,1.7,83.0,nao,sim,3.0,3.0,as vezes,nao,3.0,3.0,0.0,nao,moto
M,28.363149,1.793476,112.725005,sim,sim,1.99124,3.0,as vezes,nao,,0.0,0.292956,as vezes,transporte publico
F,21.798856,1.672007,49.980968,sim,sim,2.979383,3.0,frequentemente,nao,2.975887,0.945093,1.241755,nao,transporte publico
M,30.595632,1.910672,129.232708,sim,sim,2.497548,3.0,as vezes,nao,1.362583,1.144076,0.173232,as vezes,transporte publico
M,22.969366,1.701634,95.0,sim,sim,2.0,3.0,,nao,2.133469,1.030199,1.082838,nao,transporte publico
F,16.129279,1.65,85.583485,sim,sim,2.954996,3.0,as vezes,nao,1.0,2.091862,1.06053,nao,transporte publico
F,18.91505,1.633316,45.0,nao,sim,3.0,3.0,as vezes,nao,2.924594,1.352558,0.220087,as vezes,transporte publico
F,29.0,1.74,72.0,sim,nao,3.0,3.0,sempre,nao,2.0,0.0,0.0,as vezes,carro
F,21.568951,1.699315,133.10761,sim,sim,3.0,3.0,as vezes,nao,1.733306,1.773304,0.921136,as vezes,transporte publico
M,30.577343,1.868923,125.064264,sim,sim,2.050619,3.0,as vezes,sim,1.515183,0.849811,0.261901,as vezes,transporte publico
F,21.009596,1.714193,131.866734,sim,sim,3.0,3.0,as vezes,nao,1.709556,1.592494,0.925843,as vezes,transporte publico
F,,1.62093,81.718232,sim,sim,2.260543,1.374791,as vezes,nao,1.947935,0.0,0.078607,nao,transporte publico
F,21.938831,1.611239,67.939653,sim,sim,1.906194,3.987707,as vezes,nao,2.597746,1.922234,1.376124,as vezes,transporte publico
M,26.0,1.7,70.0,nao,sim,2.0,3.0,as vezes,sim,1.0,0.0,0.0,,transporte publico
M,17.080493,1.782756,56.029418,sim,sim,2.0,4.0,as vezes,nao,2.28525,2.0,1.162801,nao,carro
F,18.0,1.45,53.0,nao,sim,2.0,3.0,frequentemente,nao,2.0,,2.0,frequentemente,transporte publico
M,25.539411,1.787052,115.428276,sim,sim,1.992889,3.0,as vezes,nao,2.141271,1.121038,0.0,as vezes,transporte publico
F,23.018443,1.584785,44.376637,nao,nao,2.204914,2.127797,frequentemente,nao,2.120292,0.995735,0.0,nao,transporte publico
M,21.624552,1.790151,106.320686,sim,sim,2.490776,3.0,as vezes,nao,2.654517,0.112454,0.756339,as vezes,transporte publico
F,18.53084,1.573816,39.850137,nao,sim,1.21498,1.717608,as vezes,nao,1.179942,0.684739,2.0,as vezes,transporte publico
M,22.851721,1.853373,,sim,sim,2.922511,2.692889,,nao,1.809531,0.478595,0.0,as vezes,transporte publico
M,19.0,1.8,85.0,sim,sim,3.0,3.0,as vezes,nao,2.0,1.0,1.0,as vezes,andando
F,26.0,1.641209,111.856492,sim,sim,3.0,3.0,as vezes,nao,2.621877,,0.153669,as vezes,transporte publico
F,17.823438,1.708406,50.0,nao,sim,1.642241,3.45259,as vezes,nao,1.099231,0.418875,1.0,as vezes,transporte publico
F,21.008297,1.723587,131.929712,sim,sim,3.0,3.0,as vezes,nao,1.683448,1.645532,0.858059,as vezes,transporte publico
F,22.998709,1.740108,53.65727,sim,sim,2.241606,3.0,frequentemente,nao,1.846626,2.460238,0.814518,nao,
M,18.0,1.781543,50.869704,nao,sim,2.052932,3.0,as vezes,nao,2.0,0.520408,1.0,as vezes,transporte publico
M,24.244029,1.622297,99.982541,sim,sim,2.941929,3.989492,as vezes,nao,1.014135,1.958694,0.687342,nao,transporte publico
M,19.789291,1.820643,85.0,sim,sim,3.0,3.0,as vezes,nao,2.759246,1.763277,0.453314,as vezes,transporte publico
F,19.755797,1.542328,63.856193,nao,sim,2.628791,,as vezes,,1.512035,0.303722,0.003229,as vezes,transporte publico
M,23.94003,1.721348,,sim,sim,2.407817,2.844138,as vezes,nao,,0.868721,0.089354,as vezes,transporte publico
M,27.439056,1.785277,112.740797,sim,sim,2.155182,3.0,as vezes,nao,2.049079,0.0,1.74992,,carro
M,30.361365,1.75853,111.635463,sim,sim,1.263216,3.219347,as vezes,nao,1.981782,0.482625,0.0,as vezes,carro
F,25.783865,1.643111,109.910012,sim,sim,3.0,3.0,as vezes,nao,1.530992,0.01586,0.445495,as vezes,transporte publico
F,18.011903,1.65,84.210535,sim,sim,2.85916,3.0,as vezes,nao,1.0,1.020525,0.786066,nao,
M,30.577944,1.783953,,sim,sim,2.341999,3.0,as vezes,nao,2.299878,0.565242,,as vezes,carro
F,40.654155,1.52906,79.760922,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,0.0,as vezes,carro
F,21.656907,1.729099,134.842656,sim,sim,3.0,3.0,as vezes,nao,1.3954,1.931173,0.878258,as vezes,transporte publico
F,18.0,,58.0,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,0.0,nao,transporte publico
F,38.692265,,62.341438,sim,sim,2.956671,2.965494,as vezes,nao,2.868132,0.0,0.54925,as vezes,carro
M,18.0,1.72,,sim,sim,2.0,3.0,as vezes,nao,2.0,0.0,2.0,as vezes,transporte publico
M,24.178638,1.86741,121.684311,sim,sim,2.954417,2.65772,as vezes,nao,2.104696,0.870056,0.0,as vezes,transporte publico
M,23.479181,1.680171,91.068054,sim,sim,1.220024,3.0,as vezes,nao,1.046254,0.520989,0.61599,nao,carro
M,25.822348,1.766626,114.187096,sim,sim,2.075321,3.0,as vezes,nao,2.144838,1.501754,0.276319,as vezes,transporte publico
M,17.0,1.7,55.0,nao,sim,3.0,3.0,sempre,nao,2.0,3.0,1.0,as vezes,transporte publico
F,26.0,1.583889,110.545378,sim,sim,3.0,3.0,as vezes,nao,2.578292,0.0,0.492394,as vezes,transporte publico
M,23.0,,60.0,sim,sim,3.0,1.0,as vezes,nao,1.0,1.0,1.0,as vezes,transporte publico
F,39.965474,1.739293,80.914382,nao,sim,2.416044,3.196043,as vezes,nao,1.352649,0.148628,1.08266,as vezes,carro
F,37.597953,1.62901,80.0,,sim,2.450784,2.952821,as vezes,,1.335192,0.180276,0.0,as vezes,carro
F,19.407204,1.520862,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.848703,0.0,0.744555,as vezes,transporte publico
M,23.887569,1.657995,,sim,sim,2.0,3.0,as vezes,nao,3.0,0.603638,0.969085,nao,transporte publico
F,18.603496,1.681719,90.671871,sim,sim,1.524428,3.0,,nao,1.383831,0.130417,1.0,as vezes,transporte publico
M,22.828435,1.710415,75.142858,sim,sim,,3.0,as vezes,nao,2.526193,0.925118,2.0,as vezes,transporte publico
M,39.656559,1.789992,98.021766,sim,sim,2.043359,2.209314,as vezes,nao,2.785804,1.259613,0.669616,as vezes,carro
F,18.656912,1.574017,41.220175,nao,sim,1.649974,1.513835,as vezes,nao,1.549974,0.227802,1.972926,as vezes,transporte publico
F,22.875223,1.624367,82.0,sim,sim,1.826885,1.0,as vezes,nao,2.0,0.0,0.459274,nao,
,26.0,1.648143,111.950113,sim,sim,3.0,3.0,as vezes,nao,2.786417,0.0,0.079673,as vezes,transporte publico
M,21.379676,1.701413,96.710735,sim,sim,2.0,2.961192,as vezes,nao,2.623344,0.981686,1.35537,nao,transporte publico
F,24.0,1.6,48.0,nao,sim,3.0,3.0,as vezes,nao,2.0,2.0,0.0,nao,transporte publico
F,32.0,1.67,90.0,,sim,3.0,1.0,as vezes,nao,2.0,2.0,0.0,as vezes,carro
F,20.741442,1.694439,,sim,sim,3.0,3.0,as vezes,nao,1.409444,0.933595,0.840393,as vezes,transporte publico
F,41.0,1.54,80.0,,sim,2.0,,sempre,nao,1.0,,0.0,as vezes,carro
M,33.749594,1.701387,107.025415,sim,sim,,2.87747,as vezes,nao,1.0,1.980401,0.0,nao,carro
M,21.098035,1.690437,96.366777,sim,sim,2.0,2.95833,as vezes,nao,2.0,0.0,1.595306,nao,transporte publico
F,26.0,1.633945,111.9307,sim,sim,3.0,3.0,as vezes,,2.682804,0.0,0.15171,as vezes,transporte publico
F,25.561868,1.675185,110.621723,sim,sim,3.0,3.0,as vezes,nao,1.49583,0.109327,0.384129,as vezes,transporte publico
F,18.48207,1.7,50.0,nao,sim,1.592183,3.535016,as vezes,nao,1.086391,0.618913,1.0,as vezes,transporte publico
M,19.21638,1.812472,86.748295,sim,sim,2.0,3.0,as vezes,nao,2.168651,0.977998,0.142638,as vezes,transporte publico
F,18.0,1.644682,68.392133,sim,sim,2.0,1.131695,as vezes,nao,1.344539,0.0,1.59257,nao,transporte publico
F,37.872971,1.565366,80.0,sim,sim,2.002564,1.974233,as vezes,nao,1.935398,1.649299,0.0,as vezes,carro
M,20.101026,,104.303711,sim,sim,2.870895,1.627555,as vezes,nao,1.375728,0.210181,,nao,transporte publico
M,18.0,1.7,55.3,,sim,3.0,3.0,as vezes,nao,2.0,3.0,0.0,as vezes,transporte publico
M,22.052152,1.792527,89.994415,sim,sim,1.771693,1.890213,as vezes,nao,2.0,0.0,1.36595,as vezes,transporte publico
M,18.0,1.844218,109.195529,sim,,2.0,1.548407,as vezes,nao,2.191401,1.0,1.676944,nao,transporte publico
M,30.684347,1.915,129.966428,sim,sim,2.108638,3.0,as vezes,sim,1.014876,0.987521,0.047473,as vezes,transporte publico
M,30.350516,1.860292,123.721352,sim,sim,2.002784,3.0,as vezes,nao,2.292906,1.034031,0.0,as vezes,carro
M,21.620245,1.605314,66.621646,sim,sim,2.357496,3.376717,as vezes,nao,2.184843,1.358185,0.014885,as vezes,transporte publico
M,29.620095,1.787933,112.536367,,sim,2.008245,3.0,as vezes,nao,2.040137,0.0,0.474216,as vezes,carro
F,17.08525,1.535618,57.259124,nao,sim,1.972545,2.339614,as vezes,nao,1.711074,0.095517,1.191053,as vezes,
F,25.909353,1.644078,102.277765,sim,sim,3.0,3.0,as vezes,nao,1.029241,0.075776,1.0,as vezes,transporte publico
F,36.0,1.65,,sim,,2.0,3.0,as vezes,nao,1.0,0.0,2.0,nao,carro
M,23.668137,1.777416,,sim,sim,2.0,3.0,as vezes,nao,3.0,3.0,2.0,nao,transporte publico
F,18.0,1.609321,84.493156,sim,sim,2.0,3.0,as vezes,nao,1.051735,1.0,0.0,nao,transporte publico
M,30.424369,1.699354,100.176866,sim,sim,2.819934,1.91863,as vezes,nao,1.0,1.39302,0.553311,nao,transporte publico
F,,1.517998,64.696248,sim,nao,2.1239,,as vezes,nao,2.0,1.582428,1.313363,nao,transporte publico
M,22.927011,1.751046,95.285898,sim,sim,2.0,3.0,as vezes,nao,2.530301,2.89118,1.287117,nao,transporte publico
,24.751511,1.735343,83.337721,sim,sim,2.607335,3.0,as vezes,nao,2.0,0.451009,0.630866,as vezes,transporte publico
M,19.627,1.815409,85.302146,sim,sim,2.987148,3.483449,as vezes,nao,2.359246,2.060415,0.598999,as vezes,transporte publico
M,21.872484,1.699998,95.564428,sim,sim,2.0,2.970675,as vezes,nao,2.0,0.0,0.169294,nao,transporte publico
M,22.829753,1.765137,116.669906,sim,sim,1.482722,3.0,as vezes,nao,2.0,1.112504,0.690353,as vezes,transporte publico
F,38.464538,1.696423,78.967919,sim,sim,3.0,3.0,as vezes,nao,2.981604,,0.0,nao,carro
F,19.783234,1.747962,133.936535,sim,sim,3.0,,as vezes,nao,2.84174,,0.775378,as vezes,transporte publico
M,23.260061,1.849003,121.414744,sim,sim,3.0,2.595126,as vezes,nao,2.054072,0.835271,0.0,as vezes,transporte publico
M,23.0,,94.790579,sim,sim,2.0,3.0,as vezes,nao,1.490613,0.654316,1.0,nao,transporte publico
M,28.404332,1.787379,112.173731,sim,sim,1.878251,3.0,as vezes,nao,2.022933,0.0,0.325445,as vezes,
M,22.758998,1.859717,121.284533,sim,sim,2.654076,2.574108,as vezes,nao,1.78471,1.170537,0.0,as vezes,transporte publico
F,26.0,1.624576,110.803117,sim,sim,3.0,3.0,as vezes,nao,2.704827,0.0,0.269577,as vezes,transporte publico
M,29.0,1.62,53.0,nao,sim,2.0,3.0,as vezes,nao,,0.0,0.0,as vezes,carro
M,24.739421,1.757069,117.298233,sim,,1.392665,3.0,as vezes,nao,2.0,1.097983,0.630866,as vezes,transporte publico
M,24.178638,1.86741,121.684311,sim,sim,2.954417,2.65772,as vezes,nao,2.104696,0.870056,0.0,as vezes,transporte publico
F,18.0,1.6,83.0,sim,sim,2.0,3.0,as vezes,nao,2.0,1.0,0.0,nao,transporte publico
F,20.796266,1.796538,152.473675,sim,sim,3.0,3.0,as vezes,nao,2.322003,0.886602,0.843283,as vezes,transporte publico
M,21.0,1.8,75.0,sim,sim,3.0,3.0,frequentemente,nao,1.0,2.0,0.0,as vezes,transporte publico
M,24.82929,1.755967,112.256165,sim,sim,1.369529,3.0,as vezes,nao,2.0,1.596576,0.0026,as vezes,transporte publico
F,21.0,1.52,42.0,nao,sim,3.0,1.0,frequentemente,nao,1.0,0.0,0.0,as vezes,transporte publico
F,18.006742,1.7,50.0,nao,sim,1.003566,3.238258,frequentemente,nao,,0.783676,1.0,as vezes,transporte publico
F,20.0,1.66,,sim,nao,3.0,3.0,as vezes,nao,2.0,1.0,0.0,as vezes,andando
F,26.0,1.643332,110.824698,sim,sim,3.0,3.0,as vezes,nao,2.709654,0.0,,as vezes,transporte publico
M,31.327609,1.737984,82.523113,sim,sim,,3.071028,as vezes,nao,1.738959,0.090147,0.0,as vezes,carro
F,21.90012,1.843419,165.057269,sim,sim,3.0,3.0,as vezes,nao,2.406541,0.10032,0.479221,as vezes,transporte publico
F,32.593129,1.721903,72.748903,sim,sim,2.0,3.0,as vezes,nao,1.0,0.0,1.339232,as vezes,carro
F,21.310907,1.72064,50.0,sim,sim,2.919584,3.697831,frequentemente,nao,1.147121,0.993058,0.08922,nao,transporte publico
M,30.0,1.77,109.0,sim,sim,3.0,3.0,as vezes,nao,1.0,2.0,0.0,as vezes,carro
F,22.142432,1.59611,42.848033,nao,nao,3.0,2.581015,frequentemente,nao,2.654702,0.902095,0.0,nao,transporte publico
M,20.738469,1.759933,55.003417,sim,sim,2.627031,3.832911,as vezes,nao,2.993448,2.0,1.425903,nao,transporte publico
M,22.336216,1.785718,105.055686,sim,sim,2.253707,3.0,as vezes,nao,2.524432,0.58216,0.175694,as vezes,transporte publico
F,19.758286,1.667404,49.125955,nao,nao,2.880792,3.281391,as vezes,nao,1.960131,1.513029,1.0,as vezes,transporte publico
F,21.566815,1.748533,133.94608,sim,sim,3.0,3.0,as vezes,nao,2.833566,1.413239,0.862724,as vezes,transporte publico
F,21.412434,1.675562,121.639178,sim,sim,3.0,3.0,as vezes,nao,1.484938,0.74225,0.604692,as vezes,transporte publico
M,25.994393,1.753321,107.998815,sim,sim,3.0,3.0,as vezes,nao,1.776991,1.757724,0.0,as vezes,carro
M,22.851721,1.853373,,sim,sim,2.922511,2.692889,,nao,1.809531,0.478595,0.0,as vezes,transporte publico
M,19.749627,1.680764,79.621463,sim,nao,1.83746,3.0,as vezes,,2.0,1.194519,1.212762,nao,transporte publico
M,31.199261,1.848845,125.077863,sim,sim,2.49619,3.0,as vezes,sim,1.662117,0.992371,0.217632,as vezes,transporte publico
M,20.184451,1.701284,104.578255,sim,sim,2.653721,1.265463,as vezes,nao,1.368457,0.218356,0.768071,nao,transporte publico
F,39.965474,1.739293,80.914382,nao,sim,2.416044,3.196043,as vezes,nao,1.352649,0.148628,1.08266,as vezes,carro
M,23.887569,1.657995,,sim,sim,2.0,3.0,as vezes,nao,3.0,0.603638,0.969085,nao,transporte publico
M,21.0,1.605404,68.226511,nao,sim,,1.9154,nao,nao,3.0,1.0,0.0,as vezes,transporte publico
F,18.874591,1.533609,41.669346,nao,sim,2.762325,1.163666,as vezes,nao,1.30491,0.25289,1.001405,as vezes,transporte publico
M,23.912387,1.774983,119.081804,sim,sim,2.425503,2.996834,as vezes,nao,2.017602,1.580263,0.531769,as vezes,transporte publico
M,20.975973,1.792646,105.619143,sim,sim,2.0,3.0,as vezes,nao,1.025275,0.00203,0.175587,as vezes,transporte publico
F,34.0,1.68,75.0,nao,sim,3.0,1.0,,nao,1.0,0.0,0.0,as vezes,carro
M,18.0,1.717826,51.7325,sim,sim,,3.0,as vezes,nao,1.325326,0.227985,1.708309,as vezes,transporte publico
M,23.0,1.87,95.0,sim,sim,1.0,3.0,frequentemente,nao,2.0,0.0,2.0,frequentemente,transporte publico
F,19.950605,1.527133,42.0,,nao,2.725282,,frequentemente,nao,1.0,1.37467,0.0,as vezes,transporte publico
M,18.068767,1.787787,52.0,sim,sim,3.0,3.0,as vezes,nao,2.0,0.854337,1.0,as vezes,transporte publico
F,26.0,1.640745,110.919646,sim,sim,,3.0,as vezes,nao,2.666178,,0.276907,as vezes,transporte publico
M,26.0,1.7,70.0,sim,nao,3.0,1.0,frequentemente,nao,2.0,2.0,0.0,frequentemente,transporte publico
M,31.490699,1.773521,120.209711,sim,sim,2.777165,3.0,as vezes,nao,2.106861,0.925941,0.2916,as vezes,carro
F,16.0,1.57,49.0,nao,sim,2.0,4.0,sempre,nao,,0.0,1.0,as vezes,transporte publico
F,18.0,1.67,91.0,sim,sim,1.0,3.0,frequentemente,nao,1.0,0.0,1.0,as vezes,transporte publico
F,21.95994,1.483284,62.894283,sim,nao,2.0,1.680838,as vezes,nao,1.833635,0.281876,0.575848,nao,transporte publico
M,31.346845,1.823545,126.460936,sim,sim,2.938801,3.0,as vezes,sim,1.478994,0.946763,1.360463,as vezes,transporte publico
M,20.338815,1.698829,98.572753,sim,sim,2.0,2.392811,as vezes,nao,2.0,0.0,,nao,transporte publico
M,19.429723,1.813567,86.144904,sim,,2.643183,3.821461,as vezes,nao,2.397124,2.044165,0.471663,as vezes,transporte publico
